[2026-03-20T07:40:11.110Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:11.313Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:11.515Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:11.718Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:11.922Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:12.125Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:12.327Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:12.530Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:12.733Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:12.937Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:13.196Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:13.400Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:13.603Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:13.807Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:14.010Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:14.215Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:14.419Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:14.623Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:14.826Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:15.030Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:15.234Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:15.438Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:15.642Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:15.845Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:16.049Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:16.252Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:16.456Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:16.660Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:16.863Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:17.065Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:17.267Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:17.469Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:17.671Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:17.873Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:18.076Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:18.280Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:18.484Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:18.688Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:18.892Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:19.096Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:19.300Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:19.503Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:19.707Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:19.911Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:20.116Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:20.318Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:20.522Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:20.725Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:20.928Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:21.132Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:21.334Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:21.538Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:21.742Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:21.946Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:22.148Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 1198329 threads | Money: 74.0%
[2026-03-20T07:40:22.149Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 1198329 threads | Money: 90.2%
[2026-03-20T07:40:22.149Z] [INFO] [BATCHER] 🔧 WEAKEN: 1198310 threads | Sec: 34.2/17.0
[2026-03-20T07:40:22.150Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 1198329 threads | Money: 90.1%
[2026-03-20T07:40:22.150Z] [INFO] [BATCHER] 🔧 WEAKEN: 1198310 threads | Sec: 23.9/12.0
[2026-03-20T07:40:22.151Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 1198329 threads | Money: 85.9%
[2026-03-20T07:40:22.151Z] [INFO] [BATCHER] 🔧 WEAKEN: 1198310 threads | Sec: 15.9/10.0
[2026-03-20T07:40:22.152Z] [INFO] [BATCHER] 💰 HWGW(5.0%, d=465): H:16 W1:1 G:42773 W2:8 = 42798 threads
[2026-03-20T07:40:22.152Z] [INFO] [BATCHER] 🔧 WEAKEN: 1198310 threads | Sec: 16.0/10.0
[2026-03-20T07:40:22.153Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 1198329 threads | Money: 90.3%
[2026-03-20T07:40:22.153Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 1198329 threads | Money: 90.3%
[2026-03-20T07:40:22.153Z] [INFO] [BATCHER] 🔧 WEAKEN: 1198310 threads | Sec: 36.8/20.0
[2026-03-20T07:40:22.154Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 1198329 threads | Money: 90.2%
[2026-03-20T07:40:22.154Z] [INFO] [BATCHER] 🔧 WEAKEN: 1198310 threads | Sec: 18.1/7.0
[2026-03-20T07:40:22.155Z] [INFO] [BATCHER] 💰 HWGW(5.0%, d=95): H:12 W1:1 G:6898 W2:0 = 6911 threads
[2026-03-20T07:40:22.156Z] [INFO] [BATCHER] 🔧 WEAKEN: 1198310 threads | Sec: 8.3/3.0
[2026-03-20T07:40:22.157Z] [INFO] [BATCHER] 💰 HWGW(5.0%, d=160): H:13 W1:1 G:5809 W2:0 = 5823 threads
[2026-03-20T07:40:22.158Z] [INFO] [BATCHER] 💰 HWGW(5.0%, d=301): H:14 W1:1 G:10927 W2:0 = 10942 threads
[2026-03-20T07:40:22.159Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 1198329 threads | Money: 90.5%
[2026-03-20T07:40:22.160Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 1198329 threads | Money: 90.5%
[2026-03-20T07:40:22.161Z] [INFO] [BATCHER] 💰 HWGW(5.0%, d=237): H:14 W1:1 G:14638 W2:0 = 14653 threads
[2026-03-20T07:40:22.162Z] [INFO] [BATCHER] 🔧 WEAKEN: 1198310 threads | Sec: 30.5/21.0
[2026-03-20T07:40:22.163Z] [INFO] [BATCHER] 🔧 WEAKEN: 1198310 threads | Sec: 69.5/21.0
[2026-03-20T07:40:22.164Z] [INFO] [BATCHER] 🔧 WEAKEN: 1198310 threads | Sec: 65.0/18.0
[2026-03-20T07:40:22.164Z] [INFO] [BATCHER] 🔧 WEAKEN: 1198310 threads | Sec: 90.8/26.0
[2026-03-20T07:40:22.165Z] [INFO] [BATCHER] 🔧 WEAKEN: 1198310 threads | Sec: 100.0/23.0
[2026-03-20T07:40:22.368Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:22.570Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:22.778Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:22.980Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:23.184Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:23.389Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:23.592Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:23.796Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:24.000Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:24.205Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:24.410Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
[2026-03-20T07:40:24.615Z] [INFO] [BATCHER] 🌱 GROW+WEAKEN: 0 threads | Money: 74.0%
